event,player,country,position,minutes_played,goals,assists,top_speed,distance,shots,shots_on_target,shots_off_target,shots_blocked
Euro 2024,Racovitan,Romania,Defender,55,0,0,29.4,6.6,0,0,0,0
Euro 2024,Puscas,Romania,Forward,39,0,0,33.4,5.2,0,0,0,0
Euro 2024,Mogos,Romania,Defender,38,0,0,30.1,3.8,0,0,0,0
Euro 2024,Sorescu,Romania,Midfielder,33,0,0,29.9,4.2,0,0,0,0
Euro 2024,Alibec,Romania,Forward,27,0,0,33,3.8,1,0,0,1
Euro 2024,Olaru,Romania,Midfielder,24,0,0,32.8,4.5,0,0,0,0
Euro 2024,Rus,Romania,Defender,19,0,0,29.1,3,0,0,0,0
Euro 2024,Cicaldau,Romania,Midfielder,18,0,0,29.4,2.8,0,0,0,0
Euro 2024,McTominay,Scotland,Midfielder,270,1,0,31.4,34.2,3,1,1,1
Euro 2024,Hendry,Scotland,Defender,270,0,0,34.2,30,1,0,1,0
Euro 2024,Gunn,Scotland,Goalkeeper,270,0,0,25,18.4,0,0,0,0
Euro 2024,Robertson,Scotland,Defender,269,0,0,34.3,27,0,0,0,0
Euro 2024,Ralston,Scotland,Defender,263,0,0,32,30.4,0,0,0,0
Euro 2024,McGregor,Scotland,Midfielder,247,0,1,31.3,33.4,3,0,1,2
Euro 2024,McGinn,Scotland,Midfielder,232,0,0,31.6,24,0,0,0,0
Euro 2024,Hanley,Scotland,Defender,225,0,0,33.4,25.5,1,0,1,0
Euro 2024,Adams,Scotland,Forward,210,0,0,31.3,22,2,1,1,0
Euro 2024,Gilmour,Scotland,Midfielder,185,0,0,30.9,23.8,2,0,2,0
Euro 2024,Tierney,Scotland,Defender,138,0,0,35,15.2,0,0,0,0
Euro 2024,McKenna,Scotland,Defender,132,0,1,30.6,15.6,2,0,2,0
Euro 2024,Christie,Scotland,Forward,90,0,0,31,13.1,0,0,0,0
Euro 2024,Porteous,Scotland,Defender,44,0,0,29.1,4.4,0,0,0,0
Euro 2024,McLean,Scotland,Midfielder,41,0,0,29.4,7.2,1,1,0,0
Euro 2024,Shankland,Scotland,Forward,23,0,0,29.4,5.4,0,0,0,0
Euro 2024,Armstrong,Scotland,Midfielder,14,0,0,29.9,3.4,0,0,0,0
Euro 2024,Morgan,Scotland,Midfielder,1,0,0,33,1.9,1,0,0,1
Euro 2024,Pavlovic,Serbia,Defender,270,0,0,34.4,31.7,0,0,0,0
Euro 2024,Milenkovic,Serbia,Defender,270,0,0,30.6,28.7,0,0,0,0
Euro 2024,Veljkovic,Serbia,Defender,270,0,0,30.2,32.1,0,0,0,0
Euro 2024,Rajkovic,Serbia,Goalkeeper,270,0,0,24.3,13.2,0,0,0,0
Euro 2024,A. Zivkovic,Serbia,Forward,246,0,0,33.3,28.2,0,0,0,0
Euro 2024,Mitrovic,Serbia,Forward,241,0,0,30.2,26.5,10,2,5,3
Euro 2024,Lukic,Serbia,Midfielder,212,0,0,33.2,26.9,1,0,0,1
Euro 2024,I. Ilic,Serbia,Midfielder,202,0,1,32.6,26.6,2,0,0,2
Euro 2024,Vlahovic,Serbia,Forward,177,0,0,32.3,20.4,6,2,1,3
Euro 2024,Tadic,Serbia,Forward,156,0,0,28.4,20.2,0,0,0,0
Euro 2024,S. Milinkovic-Savic,Serbia,Midfielder,119,0,0,27.8,18,3,1,1,1
Euro 2024,Mladenovic,Serbia,Defender,109,0,0,32.9,14.3,0,0,0,0
Euro 2024,Jovic,Serbia,Forward,100,1,0,33.7,11.4,1,1,0,0
Euro 2024,Gudelj,Serbia,Midfielder,90,0,0,26.6,11.4,0,0,0,0
Euro 2024,Mijailovic,Serbia,Midfielder,73,0,0,32.9,8.7,0,0,0,0
Euro 2024,Samardzic,Serbia,Midfielder,53,0,0,30.2,7.9,1,0,1,0
Euro 2024,Gacinovic,Serbia,Midfielder,45,0,0,30.3,5.9,1,0,0,1
Euro 2024,Kostic,Serbia,Forward,43,0,0,30.8,4.4,0,0,0,0
Euro 2024,Birmancevic,Serbia,Midfielder,25,0,0,30.4,4,1,0,0,1
Euro 2024,Lobotka,Slovakia,Midfielder,390,0,0,32.9,50,1,1,0,0
Euro 2024,Vavro,Slovakia,Defender,390,0,0,32.7,44.1,3,0,2,1
Euro 2024,Skriniar,Slovakia,Defender,390,0,0,30.9,44,3,0,1,2
Euro 2024,Dubravka,Slovakia,Goalkeeper,390,0,0,28.8,22.2,0,0,0,0
Euro 2024,Pekarik,Slovakia,Defender,378,0,0,31.4,47.3,3,0,2,1
Euro 2024,Hancko,Slovakia,Defender,367,0,0,32.2,40.6,4,2,2,0
Euro 2024,Kucka,Slovakia,Midfielder,351,0,2,31.8,44.6,8,2,5,1
Euro 2024,Schranz,Slovakia,Forward,334,3,0,31.6,38,5,4,0,1
Euro 2024,Duda,Slovakia,Midfielder,319,1,0,30.3,40.1,2,1,1,0
Euro 2024,Haraslin,Slovakia,Midfielder,268,0,1,32.5,29.8,8,4,2,2
Euro 2024,Bozenik,Slovakia,Forward,209,0,0,30.3,24.7,3,1,1,1
Euro 2024,Strelec,Slovakia,Forward,181,0,1,31.4,23,7,1,4,2
Euro 2024,Suslov,Slovakia,Midfielder,122,0,0,33.5,15.7,0,0,0,0
Euro 2024,Benes,Slovakia,Midfielder,69,0,0,29.8,10,1,0,1,0
Euro 2024,Bero,Slovakia,Midfielder,40,0,0,30.3,6.3,1,0,1,0
Euro 2024,Gyomber,Slovakia,Defender,32,0,0,29.7,4.2,0,0,0,0
Euro 2024,Obert,Slovakia,Midfielder,24,0,0,29.7,3.9,0,0,0,0
Euro 2024,Duris,Slovakia,Forward,21,0,0,29.2,3.5,0,0,0,0
Euro 2024,Tupta,Slovakia,Forward,11,0,0,28.5,1.6,1,0,1,0
Euro 2024,L. Sauer,Slovakia,Forward,4,0,0,29.1,1.2,0,0,0,0
Euro 2024,Karnicnik,Slovenia,Defender,390,1,0,33.3,46,3,1,2,0
Euro 2024,Drkusic,Slovenia,Defender,390,0,0,32.9,40.9,0,0,0,0
Euro 2024,G. Cerin,Slovenia,Midfielder,390,0,0,31.4,51.2,4,1,3,0
Euro 2024,Bijol,Slovenia,Midfielder,390,0,0,30.3,41.1,1,0,1,0
Euro 2024,Oblak,Slovenia,Goalkeeper,390,0,0,22.8,21.9,0,0,0,0
Euro 2024,Sesko,Slovenia,Forward,360,0,0,35.9,43.6,8,4,4,0
Euro 2024,Elsnik,Slovenia,Midfielder,359,0,1,34.4,44.3,3,0,2,1
Euro 2024,Sporar,Slovenia,Forward,339,0,0,32,37.7,7,1,3,3
Euro 2024,Stojanovic,Slovenia,Defender,320,0,0,31.2,39,0,0,0,0
Euro 2024,Mlakar,Slovenia,Forward,299,0,0,32.3,38.4,2,1,1,0
Euro 2024,Janza,Slovenia,Defender,269,1,0,31,32.2,3,1,1,1
Euro 2024,Balkovec,Slovenia,Defender,121,0,0,31,14.1,0,0,0,0
Euro 2024,G. Stankovic,Slovenia,Midfielder,91,0,0,29.6,13.8,1,0,1,0
Euro 2024,Verbic,Slovenia,Midfielder,70,0,0,30.8,10.5,1,0,0,1
Euro 2024,Celar,Slovenia,Forward,65,0,0,30.7,8.9,1,0,1,0
Euro 2024,Ilicic,Slovenia,Midfielder,30,0,0,29,4.1,1,0,0,1
Euro 2024,Vipotnik,Slovenia,Forward,14,0,0,29.5,2.2,0,0,0,0
Euro 2024,Brekalo,Slovenia,Defender,2,0,0,24.7,2.2,0,0,0,0
Euro 2024,Kurtic,Slovenia,Midfielder,1,0,0,20.5,0.1,0,0,0,0
Euro 2024,Unai Simon,Spain,Goalkeeper,570,0,0,28.5,34.9,0,0,0,0
Euro 2024,Cucurella,Spain,Defender,546,0,1,33.1,63.1,1,1,0,0
Euro 2024,Fabian Ruiz,Spain,Midfielder,542,2,2,32.6,69.1,17,5,7,5
Euro 2024,Laporte,Spain,Defender,525,0,0,33,56.1,4,1,3,0
Euro 2024,Rodri,Spain,Midfielder,521,1,0,33,68.5,5,1,2,2
Euro 2024,Yamal,Spain,Forward,507,1,4,33.3,55.3,18,7,7,4
Euro 2024,N. Williams,Spain,Midfielder,494,2,1,35.8,54.5,11,3,4,4
Euro 2024,Carvajal,Spain,Defender,471,1,0,32.5,54,2,2,0,0
Euro 2024,Morata,Spain,Forward,454,1,0,32,52.9,14,4,6,4
Euro 2024,Le Normand,Spain,Defender,443,0,0,31.3,49.8,4,0,3,1
Euro 2024,Olmo,Spain,Forward,431,3,2,30.5,50.3,17,6,4,7
Euro 2024,Nacho,Spain,Defender,262,0,0,31.9,27.8,0,0,0,0
Euro 2024,Oyarzabal,Spain,Midfielder,197,1,1,32.1,25.5,6,3,2,1
Euro 2024,Pedri,Spain,Midfielder,190,0,1,31.6,26.8,6,4,2,0
Euro 2024,Merino,Spain,Midfielder,178,1,0,31.4,28.1,3,2,1,0
Euro 2024,Jesus Navas,Spain,Forward,157,0,0,33,18.6,0,0,0,0
Euro 2024,Ferran Torres,Spain,Forward,152,1,0,36,20,6,1,4,1
Euro 2024,Zubimendi,Spain,Midfielder,140,0,0,29.4,20,0,0,0,0
Euro 2024,Vivian,Spain,Defender,122,0,0,30.2,14.7,1,0,1,0
Euro 2024,Grimaldo,Spain,Defender,114,0,0,31.2,15,0,0,0,0
Euro 2024,Raya,Spain,Goalkeeper,90,0,0,27.4,5.9,0,0,0,0
Euro 2024,Joselu,Spain,Forward,89,0,0,29.6,10.8,3,0,3,0
Euro 2024,Fermin Lopez,Spain,Forward,28,0,0,32.5,3.9,2,0,0,2
Euro 2024,Alex Baena,Spain,Midfielder,25,0,0,31.3,4.5,0,0,0,0
Euro 2024,Perez,Spain,Forward,12,0,0,29.6,2.1,3,2,0,1
Euro 2024,Akanji,Switzerland,Defender,480,0,0,34.3,49.7,0,0,0,0
Euro 2024,Xhaka,Switzerland,Midfielder,480,0,0,32.3,62,4,3,0,1
Euro 2024,Rodriguez,Switzerland,Defender,480,0,0,31.2,52.3,3,0,2,1
Euro 2024,Schar,Switzerland,Defender,480,0,0,30.4,50.7,5,0,2,3
Euro 2024,Sommer,Switzerland,Goalkeeper,480,0,0,22.9,26,0,0,0,0
Euro 2024,Aebischer,Switzerland,Midfielder,477,1,2,32.3,57.5,2,1,1,0
Euro 2024,Freuler,Switzerland,Midfielder,459,1,2,30,59.7,3,1,1,1
Euro 2024,Ndoye,Switzerland,Forward,412,1,1,35.6,48.3,14,2,8,4
Euro 2024,Vargas,Switzerland,Midfielder,308,1,1,32.6,36.1,5,4,1,0
Euro 2024,Widmer,Switzerland,Defender,301,0,0,33.2,35.9,2,0,2,0
Euro 2024,Embolo,Switzerland,Forward,297,2,0,33,31.8,8,4,1,3
Euro 2024,Rieder,Switzerland,Midfielder,218,0,0,33.5,31.1,1,1,0,0
Euro 2024,Duah,Switzerland,Forward,106,1,0,31.2,12.4,4,3,0,1
Euro 2024,Zuber,Switzerland,Midfielder,76,0,0,31.9,10,2,0,2,0
Euro 2024,Shaqiri,Switzerland,Midfielder,71,1,0,28.8,8.9,2,1,1,0
Euro 2024,Amdouni,Switzerland,Forward,53,0,0,31.8,8.5,2,1,1,0
Euro 2024,Stergiou,Switzerland,Defender,45,0,0,34.6,7,0,0,0,0
Euro 2024,Sierro,Switzerland,Midfielder,34,0,0,31,6.8,1,0,0,1
Euro 2024,Zakaria,Switzerland,Midfielder,22,0,0,29.4,2.8,0,0,0,0
Euro 2024,Steffen,Switzerland,Midfielder,1,0,0,26.7,0.1,0,0,0,0
Euro 2024,Baris Alper Yilmaz,Turkiye,Forward,450,0,0,35.1,51.6,4,3,0,1
Euro 2024,Ferdi Kadioglu,Turkiye,Midfielder,450,0,0,33.4,52.4,2,0,1,1
Euro 2024,Kaan Ayhan,Turkiye,Defender,361,0,1,31.6,40.1,3,0,2,1
Euro 2024,Abdulkerim Bardakci,Turkiye,Defender,360,0,0,31.2,41.8,2,0,2,0
Euro 2024,Mert Gunok,Turkiye,Goalkeeper,360,0,0,22.4,17,0,0,0,0
Euro 2024,Calhanoglu,Turkiye,Midfielder,356,1,0,31.2,43.8,9,2,2,5
Euro 2024,Kenan Yildiz,Turkiye,Forward,347,0,0,33.1,40.7,11,3,3,5
Euro 2024,Mert Muldur,Turkiye,Defender,347,1,0,33.9,39,3,2,0,1
Euro 2024,Arda Guler,Turkiye,Midfielder,342,1,2,31.9,41,10,2,6,2
Euro 2024,Samet Akaydin,Turkiye,Defender,337,1,0,32,37.3,2,1,1,0
Euro 2024,Orkun Kokcu,Turkiye,Midfielder,221,0,1,32.3,28.1,6,2,2,2
Euro 2024,Merih Demiral,Turkiye,Defender,206,2,0,30.9,24.2,3,2,1,0
Euro 2024,Salih Ozcan,Turkiye,Midfielder,155,0,0,30.5,19.3,1,0,1,0
Euro 2024,Ismail Yuksek,Turkiye,Midfielder,153,0,1,31,19.1,1,0,0,1
Euro 2024,Kerem Akturkoglu,Turkiye,Forward,103,1,0,32.3,16.4,5,2,2,1
Euro 2024,Zeki Celik,Turkiye,Defender,103,0,0,34,14.1,1,0,0,1
Euro 2024,Altay Bayindir,Turkiye,Goalkeeper,90,0,0,25,5.3,0,0,0,0
Euro 2024,Yunus Akgun,Turkiye,Forward,70,0,0,31.2,7.8,0,0,0,0
Euro 2024,Yusuf Yazici,Turkiye,Midfielder,56,0,0,31.3,8.2,3,2,0,1
Euro 2024,Okay Yokuslu,Turkiye,Midfielder,52,0,0,27.2,8.7,1,0,1,0
Euro 2024,Cenk Tosun,Turkiye,Forward,23,1,0,33.1,4,3,1,2,0
Euro 2024,Irfan Can Kahveci,Turkiye,Midfielder,7,0,0,28.4,1.6,0,0,0,0
Euro 2024,Kilicsoy,Turkiye,Forward,1,0,0,29.7,0.8,1,1,0,0
Euro 2024,Matviyenko,Ukraine,Defender,270,0,0,32.9,30.4,0,0,0,0
Euro 2024,Zabarnyi,Ukraine,Defender,270,0,0,32.6,29.6,0,0,0,0
Euro 2024,Sudakov,Ukraine,Midfielder,263,0,0,31.9,32.7,9,4,2,3
Euro 2024,Dovbyk,Ukraine,Forward,247,0,0,34.9,28,6,0,4,2
Euro 2024,Shaparenko,Ukraine,Midfielder,221,1,1,31.1,29.3,1,1,0,0
Euro 2024,Zinchenko,Ukraine,Defender,212,0,1,30.1,25.1,1,1,0,0
Euro 2024,Tymchyk,Ukraine,Defender,198,0,0,34.2,25.4,1,0,1,0
Euro 2024,Brazhko,Ukraine,Midfielder,183,0,0,33.1,23.8,2,1,0,1
Euro 2024,Trubin,Ukraine,Goalkeeper,180,0,0,26.6,9.7,0,0,0,0
Euro 2024,Mudryk,Ukraine,Forward,175,0,0,34.9,19.5,7,2,3,2
Euro 2024,Yaremchuk,Ukraine,Forward,121,1,0,32.1,16,6,2,2,2
Euro 2024,Yarmolenko,Ukraine,Midfielder,104,0,0,31.8,13.7,4,0,2,2
Euro 2024,Lunin,Ukraine,Goalkeeper,90,0,0,22.9,4.8,0,0,0,0
Euro 2024,Stepanenko,Ukraine,Midfielder,82,0,0,28.9,10.4,1,0,1,0
Euro 2024,Svatok,Ukraine,Defender,81,0,0,28,7.9,0,0,0,0
Euro 2024,Konoplia,Ukraine,Defender,72,0,0,27.5,7.9,0,0,0,0
Euro 2024,Tsygankov,Ukraine,Midfielder,62,0,0,32.9,7.5,2,0,0,2
Euro 2024,Mykolenko,Ukraine,Defender,58,0,0,32.4,7,0,0,0,0
Euro 2024,Malinovskyi,Ukraine,Midfielder,32,0,0,26.5,6,2,1,0,1
Euro 2024,Zubkov,Ukraine,Midfielder,23,0,0,30.3,3.4,0,0,0,0
Euro 2024,Vanat,Ukraine,Forward,20,0,0,32.1,3.1,0,0,0,0
Euro 2024,Sydorchuk,Ukraine,Midfielder,5,0,0,24.2,1.4,0,0,0,0
Euro 2024,Talovierov,Ukraine,Defender,1,0,0,26.6,0.7,0,0,0,0
Euro 2020,Alaba,Austria,Defender,390,0,2,30.6,43.4,2,0,2,0
Euro 2020,Sabitzer,Austria,Midfielder,390,0,1,31.5,48.7,12,0,6,6
Euro 2020,Hinteregger,Austria,Defender,390,0,0,32.4,40.5,3,0,3,0
Euro 2020,Bachmann,Austria,Goalkeeper,390,0,0,24.7,23.5,0,0,0,0
Euro 2020,Lainer,Austria,Defender,384,1,0,31.7,44.9,3,1,2,0
Euro 2020,X. Schlager,Austria,Midfielder,368,0,0,30.4,42.8,5,1,3,1
Euro 2020,Dragovic,Austria,Defender,339,0,0,29.7,34.1,1,0,1,0
Euro 2020,Laimer,Austria,Midfielder,336,0,1,32.4,39.4,2,1,0,1
Euro 2020,Baumgartner,Austria,Midfielder,250,0,0,29.9,28.1,4,3,0,1
Euro 2020,Grillitsch,Austria,Midfielder,224,0,0,28.8,27.8,1,0,0,1
Euro 2020,Arnautovic,Austria,Forward,217,0,0,31.5,23.6,8,3,4,1
Euro 2020,Ulmer,Austria,Defender,180,0,0,30.4,20.7,0,0,0,0
Euro 2020,Kalajdzic,Austria,Forward,112,0,0,27.2,13,5,2,2,1
Euro 2020,Gregoritsch,Austria,Forward,108,0,0,28.8,12.9,3,2,1,0
Euro 2020,Schopf,Austria,Midfielder,88,0,0,29.7,12.7,1,0,0,1
Euro 2020,Lienhart,Austria,Defender,51,0,0,27,6.7,0,0,0,0
Euro 2020,Ilsanker,Austria,Midfielder,25,0,0,31,3.7,0,0,0,0
Euro 2020,Lazaro,Austria,Midfielder,20,0,0,29.7,3,0,0,0,0
Euro 2020,Schaub,Austria,Midfielder,15,1,1,25.6,1.8,2,1,0,1
Euro 2020,Onisiwo,Austria,Midfielder,6,0,0,29.9,1.4,1,1,0,0
Euro 2020,Trimmel,Austria,Defender,6,0,0,28.6,1,0,0,0,0
Euro 2020,Baumgartlinger,Austria,Midfielder,1,0,0,15.7,0.3,0,0,0,0
Euro 2020,Courtois,Belgium,Goalkeeper,450,0,0,23.9,21.2,0,0,0,0
Euro 2020,Lukaku,Belgium,Forward,444,4,0,31.3,40.9,13,6,2,5
Euro 2020,Alderweireld,Belgium,Defender,360,0,0,28.4,39.4,1,0,1,0
Euro 2020,T. Hazard,Belgium,Midfielder,358,2,0,30.4,44.5,4,3,0,1
Euro 2020,Vertonghen,Belgium,Defender,347,0,0,32.6,34.2,0,0,0,0
Euro 2020,Tielemans,Belgium,Midfielder,339,0,0,29.2,42.9,2,0,0,2
Euro 2020,Meunier,Belgium,Defender,327,1,2,31.7,43.1,4,1,2,1
Euro 2020,Witsel,Belgium,Midfielder,301,0,0,27.7,36.1,2,1,1,0
Euro 2020,Vermaelen,Belgium,Defender,284,0,1,29.2,30.2,2,0,2,0
Euro 2020,De Bruyne,Belgium,Midfielder,272,1,2,29.5,33,5,3,1,1
Euro 2020,E. Hazard,Belgium,Forward,226,0,1,29.7,27.3,5,2,3,0
Euro 2020,Mertens,Belgium,Forward,180,0,1,29.9,21.5,1,1,0,0
Euro 2020,Denayer,Belgium,Defender,180,0,0,31.7,19.4,1,0,1,0
Euro 2020,Boyata,Belgium,Defender,180,0,0,28.1,18.1,0,0,0,0
Euro 2020,Doku,Belgium,Midfielder,165,0,0,32,17.8,3,1,1,1
Euro 2020,Dendoncker,Belgium,Midfielder,150,0,0,27.7,19.7,1,0,1,0
Euro 2020,Carrasco,Belgium,Forward,139,0,0,29.5,18.5,1,0,1,0
Euro 2020,Chadli,Belgium,Midfielder,94,0,0,31.7,10.9,2,1,0,1
Euro 2020,Trossard,Belgium,Midfielder,75,0,0,28.6,9,1,0,1,0
Euro 2020,Praet,Belgium,Midfielder,30,0,0,26.6,4.4,0,0,0,0
Euro 2020,Castagne,Belgium,Defender,27,0,0,30.2,3.4,0,0,0,0
Euro 2020,Batshuayi,Belgium,Forward,15,0,0,27,2.3,0,0,0,0
Euro 2020,Benteke,Belgium,Forward,6,0,0,25.4,1.1,0,0,0,0
Euro 2020,Vanaken,Belgium,Midfielder,1,0,0,0,0.4,0,0,0,0
Euro 2020,Vida,Croatia,Defender,390,0,0,32,37.2,0,0,0,0
Euro 2020,Livakovic,Croatia,Goalkeeper,390,0,0,17.4,13.2,0,0,0,0
Euro 2020,Modric,Croatia,Midfielder,384,1,1,27.9,39.3,3,3,0,0
Euro 2020,Gvardiol,Croatia,Defender,370,0,0,33.3,38.3,3,3,0,0
Euro 2020,Kovacic,Croatia,Midfielder,341,1,1,29.7,37.4,4,1,2,1
Euro 2020,Brozovic,Croatia,Midfielder,283,0,0,27,37.1,1,0,1,0
Euro 2020,Perisic,Croatia,Midfielder,261,1,1,31.5,27.1,7,3,2,2
Euro 2020,Kramaric,Croatia,Forward,227,1,1,29.9,28.8,4,2,1,1
Euro 2020,Caleta-Car,Croatia,Defender,210,0,0,29.2,20.6,0,0,0,0
Euro 2020,Vlasic,Croatia,Midfielder,203,0,0,30.6,22.4,3,1,2,0
Euro 2020,Rebic,Croatia,Forward,199,0,0,31.3,20.9,5,1,3,1
Euro 2020,Vrsalijko,Croatia,Defender,180,0,0,30.2,19.1,0,0,0,0
Euro 2020,Lovren,Croatia,Defender,180,0,0,26.6,17.6,1,0,1,0
Euro 2020,Petkovic,Croatia,Forward,172,0,0,27.9,17.5,2,0,0,2
Euro 2020,Juranovic,Croatia,Defender,163,0,0,32.2,16.7,1,0,1,0
Euro 2020,Brekalo,Croatia,Forward,112,0,0,28.4,14,0,0,0,0
Euro 2020,Ivanusec,Croatia,Forward,65,0,0,29,8.9,1,0,1,0
Euro 2020,Orsic,Croatia,Forward,53,1,1,29,6.2,2,1,1,0
Euro 2020,Pasalic,Croatia,Midfielder,46,0,0,31.5,7.4,3,1,2,0
Euro 2020,Budimir,Croatia,Midfielder,41,0,0,28.8,6.2,2,0,1,1
Euro 2020,Barisic,Croatia,Defender,20,0,0,23.2,2.5,0,0,0,0
Euro 2020,Coufal,Czechia,Defender,450,0,2,31.7,55.4,3,0,0,3
Euro 2020,Kalas,Czechia,Defender,450,0,1,33.1,44.8,1,0,0,1
Euro 2020,Soucek,Czechia,Midfielder,450,0,0,28.6,57.8,11,1,7,3
Euro 2020,Vaclik,Czechia,Goalkeeper,450,0,0,27.7,22.3,0,0,0,0
Euro 2020,Celustka,Czechia,Defender,425,0,0,27.7,46.6,0,0,0,0
Euro 2020,Schick,Czechia,Forward,404,5,0,32.4,43.6,16,9,5,2
Euro 2020,Boril,Czechia,Defender,360,0,0,29,41.8,1,0,0,1
Euro 2020,Masopust,Czechia,Midfielder,323,0,0,30.4,42.3,2,1,0,1
Euro 2020,Holes,Czechia,Defender,300,1,1,29.9,37,6,4,2,0
Euro 2020,Darida,Czechia,Midfielder,249,0,0,29,34,2,1,1,0
Euro 2020,Jankto,Czechia,Midfielder,247,0,0,31.5,31.6,3,0,3,0
Euro 2020,Sevcik,Czechia,Midfielder,228,0,0,29,30.1,1,0,1,0
Euro 2020,Barak,Czechia,Midfielder,182,0,0,31,23.6,3,1,1,1
Euro 2020,Kral,Czechia,Midfielder,125,0,0,30.4,17.3,1,0,1,0
Euro 2020,Kaderabek,Czechia,Defender,90,0,0,29,9.1,1,0,0,1
Euro 2020,Hlozek,Czechia,Forward,76,0,0,26.8,11.2,1,0,1,0
Euro 2020,Krmencik,Czechia,Forward,65,0,0,27,8.7,4,2,1,1
Euro 2020,Vydra,Czechia,Forward,35,0,0,29,5.7,0,0,0,0
Euro 2020,Brabec,Czechia,Defender,25,0,0,27.4,3.4,0,0,0,0
Euro 2020,Pekhart,Czechia,Forward,15,0,0,25.4,2.2,1,0,1,0
Euro 2020,M. Sadilek,Czechia,Midfielder,1,0,0,23.4,0.7,0,0,0,0
Euro 2020,Maehle,Denmark,Defender,570,2,1,30.4,66.6,10,7,0,3
Euro 2020,Hojbjerg,Denmark,Midfielder,570,0,3,30.4,64.1,9,4,2,3
Euro 2020,Schmeichel,Denmark,Goalkeeper,570,0,0,25.4,23.3,0,0,0,0
Euro 2020,Braithwaite,Denmark,Forward,565,1,0,31.5,61.6,16,3,8,5
Euro 2020,Kjaer,Denmark,Defender,530,0,0,30.2,50,2,1,0,1
Euro 2020,Christensen,Denmark,Defender,520,1,0,33.3,51.2,4,2,0,2
Euro 2020,Vestergaard,Denmark,Defender,485,0,0,29.9,46.1,8,4,4,0
Euro 2020,Delaney,Denmark,Midfielder,462,1,0,30.6,53.5,7,1,4,2
Euro 2020,Damsgaard,Denmark,Forward,330,2,1,31.5,38.9,9,4,3,2
Euro 2020,Poulsen,Denmark,Forward,295,2,0,30.6,35.2,7,4,1,2
Euro 2020,Stryger,Denmark,Defender,287,0,1,31.5,33.2,0,0,0,0
Euro 2020,Wass,Denmark,Midfielder,270,0,0,30.8,31.5,4,2,2,0
Euro 2020,Dolberg,Denmark,Forward,225,3,0,30.6,24.7,7,5,1,1
Euro 2020,Norgaard,Denmark,Midfielder,161,0,0,29.9,23.2,0,0,0,0
Euro 2020,Jensen,Denmark,Midfielder,142,0,1,27.2,21,2,0,2,0
Euro 2020,Wind,Denmark,Forward,79,0,0,31.5,9.2,4,1,1,2
Euro 2020,Andersen,Denmark,Defender,63,0,0,25,8.7,1,0,1,0
Euro 2020,Cornelius,Denmark,Forward,58,0,1,27.9,8.6,4,1,1,2
Euro 2020,Eriksen,Denmark,Midfielder,43,0,0,28.6,5.1,2,1,0,1
Euro 2020,Skov Olsen,Denmark,Forward,33,0,0,27.4,5,0,0,0,0
Euro 2020,Boilesen,Denmark,Defender,13,0,0,23.2,1.9,0,0,0,0
Euro 2020,Pickford,England,Goalkeeper,690,0,0,23,37.4,0,0,0,0
Euro 2020,Stones,England,Defender,679,0,0,29.7,67.2,5,0,5,0
Euro 2020,Phillips,England,Midfielder,665,0,1,30.2,82.8,4,1,3,0
Euro 2020,Kane,England,Forward,649,4,0,30.8,74.3,15,8,6,1
Euro 2020,Sterling,England,Midfielder,641,3,1,33.1,68.2,14,7,4,3
Euro 2020,Walker,England,Defender,599,0,0,32.8,59.9,0,0,0,0
Euro 2020,Shaw,England,Defender,575,1,3,31,62.6,3,1,2,0
Euro 2020,Rice,England,Midfielder,538,0,0,31,62.5,1,1,0,0
Euro 2020,Maguire,England,Defender,510,1,0,30.6,51.3,8,4,4,0
Euro 2020,Mount,England,Midfielder,464,0,1,31.5,50.4,7,2,2,3
Euro 2020,Trippier,England,Defender,290,0,1,29.7,33.4,1,0,0,1
Euro 2020,Saka,England,Forward,272,0,1,31.3,31.4,0,0,0,0
Euro 2020,Mings,England,Defender,191,0,0,30.6,19.4,0,0,0,0
Euro 2020,Grealish,England,Midfielder,172,0,2,29.2,21.9,2,1,0,1
Euro 2020,Foden,England,Midfielder,159,0,0,31.5,19.8,2,0,2,0
Euro 2020,Henderson,England,Midfielder,151,1,0,28.6,20.5,1,1,0,0
Euro 2020,Sancho,England,Midfielder,97,0,0,30.4,12.1,0,0,0,0
Euro 2020,James,England,Defender,90,0,0,29.2,9,1,0,1,0
Euro 2020,Rashford,England,Forward,84,0,0,33.5,10.7,0,0,0,0
Euro 2020,Bellingham,England,Midfielder,56,0,0,26.5,7.9,0,0,0,0
Euro 2020,Calvert-Lewin,England,Forward,18,0,0,27.4,2.8,0,0,0,0
Euro 2020,Kamara,Finland,Midfielder,270,0,0,29.9,29.3,1,1,0,0
Euro 2020,O'Shaughnessy,Finland,Defender,270,0,0,28.8,28.5,0,0,0,0
Euro 2020,Arajuuri,Finland,Defender,270,0,0,27.2,26.7,1,0,1,0
Euro 2020,Hradecky,Finland,Goalkeeper,270,0,0,18,14.3,0,0,0,0
Euro 2020,Lod,Finland,Midfielder,269,0,0,29.7,32.6,2,0,1,1
Euro 2020,Toivio,Finland,Defender,265,0,0,28.6,27.2,1,0,1,0
Euro 2020,Raitala,Finland,Defender,254,0,0,31.5,25.9,0,0,0,0
Euro 2020,Uronen,Finland,Defender,250,0,1,29.7,28.2,0,0,0,0
